Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Age Group
813,03-10-2023,CUST813,Male,52,Electronics,3,50,150,Old man
814,05-09-2023,CUST814,Female,59,Clothing,1,500,500,Old man
815,27-08-2023,CUST815,Female,51,Clothing,3,25,75,Old man
816,12-08-2023,CUST816,Male,47,Beauty,2,500,1000,Old man
817,31-10-2023,CUST817,Male,30,Beauty,4,50,200,Young
818,18-05-2023,CUST818,Male,30,Electronics,1,500,500,Young
819,15-06-2023,CUST819,Female,35,Beauty,2,50,100,Middle age
820,06-05-2023,CUST820,Male,49,Electronics,4,50,200,Old man
821,14-02-2023,CUST821,Male,49,Electronics,1,300,300,Old man
822,23-05-2023,CUST822,Female,52,Beauty,3,50,150,Old man
823,19-08-2023,CUST823,Female,56,Electronics,2,50,100,Old man
824,05-05-2023,CUST824,Male,63,Clothing,4,30,120,Old man
825,26-08-2023,CUST825,Female,46,Beauty,1,25,25,Old man
826,19-10-2023,CUST826,Female,46,Clothing,1,300,300,Old man
827,09-11-2023,CUST827,Male,61,Beauty,3,300,900,Old man
828,09-12-2023,CUST828,Female,33,Electronics,4,300,1200,Middle age
829,14-07-2023,CUST829,Male,61,Beauty,3,30,90,Old man
830,22-06-2023,CUST830,Female,64,Clothing,3,50,150,Old man
831,15-01-2023,CUST831,Male,27,Electronics,4,25,100,Young
832,11-09-2023,CUST832,Male,47,Beauty,4,500,2000,Old man
833,16-06-2023,CUST833,Male,42,Beauty,4,50,200,Middle age
834,04-04-2023,CUST834,Female,56,Beauty,2,30,60,Old man
835,07-09-2023,CUST835,Male,37,Clothing,4,50,200,Middle age
836,19-04-2023,CUST836,Female,22,Clothing,1,50,50,Young
837,01-07-2023,CUST837,Male,18,Beauty,3,30,90,Young
838,13-05-2023,CUST838,Male,47,Electronics,2,300,600,Old man
839,24-06-2023,CUST839,Female,20,Electronics,4,300,1200,Young
840,24-05-2023,CUST840,Male,62,Clothing,2,25,50,Old man
841,02-11-2023,CUST841,Male,31,Electronics,4,25,100,Middle age
842,26-12-2023,CUST842,Female,47,Clothing,2,300,600,Old man
843,22-05-2023,CUST843,Male,21,Beauty,3,500,1500,Young
844,12-10-2023,CUST844,Male,35,Clothing,3,50,150,Middle age
845,06-01-2023,CUST845,Male,54,Clothing,1,500,500,Old man
846,22-09-2023,CUST846,Male,42,Beauty,1,50,50,Middle age
847,08-04-2023,CUST847,Female,18,Electronics,4,300,1200,Young
848,13-02-2023,CUST848,Female,63,Clothing,3,25,75,Old man
849,04-05-2023,CUST849,Male,32,Clothing,2,25,50,Middle age
850,28-07-2023,CUST850,Female,26,Beauty,2,500,1000,Young
851,08-09-2023,CUST851,Male,32,Electronics,2,25,50,Middle age
852,12-10-2023,CUST852,Female,41,Clothing,1,300,300,Middle age
853,04-05-2023,CUST853,Male,21,Beauty,2,500,1000,Young
854,20-12-2023,CUST854,Male,29,Clothing,1,50,50,Young
855,01-09-2023,CUST855,Male,54,Beauty,1,25,25,Old man
856,27-11-2023,CUST856,Male,54,Electronics,4,30,120,Old man
857,31-12-2023,CUST857,Male,60,Electronics,2,25,50,Old man
858,09-09-2023,CUST858,Male,23,Electronics,2,50,100,Young
859,18-08-2023,CUST859,Female,56,Electronics,3,500,1500,Old man
860,09-01-2023,CUST860,Male,63,Clothing,4,50,200,Old man
861,17-02-2023,CUST861,Female,41,Clothing,3,30,90,Middle age
862,31-05-2023,CUST862,Male,28,Electronics,4,300,1200,Young
863,24-04-2023,CUST863,Female,30,Electronics,2,25,50,Young
864,27-07-2023,CUST864,Female,51,Electronics,1,500,500,Old man
865,21-12-2023,CUST865,Female,42,Clothing,1,300,300,Middle age
866,05-05-2023,CUST866,Male,24,Electronics,1,50,50,Young
867,06-06-2023,CUST867,Male,21,Electronics,1,500,500,Young
868,06-12-2023,CUST868,Female,25,Electronics,1,300,300,Young
869,25-10-2023,CUST869,Male,37,Beauty,3,500,1500,Middle age
870,08-07-2023,CUST870,Female,46,Electronics,4,30,120,Old man
871,31-08-2023,CUST871,Male,62,Beauty,2,30,60,Old man
872,11-10-2023,CUST872,Female,63,Beauty,3,25,75,Old man
873,29-09-2023,CUST873,Female,27,Electronics,4,25,100,Young
874,26-06-2023,CUST874,Male,60,Beauty,1,30,30,Old man
875,06-08-2023,CUST875,Female,51,Electronics,4,500,2000,Old man
876,09-10-2023,CUST876,Male,43,Clothing,4,30,120,Middle age
877,19-06-2023,CUST877,Female,58,Clothing,1,25,25,Old man
878,30-06-2023,CUST878,Female,20,Clothing,1,30,30,Young
879,26-12-2023,CUST879,Male,23,Clothing,1,30,30,Young
880,21-08-2023,CUST880,Male,22,Beauty,2,500,1000,Young
881,19-05-2023,CUST881,Male,22,Electronics,1,300,300,Young
882,06-06-2023,CUST882,Female,64,Electronics,2,25,50,Old man
883,09-05-2023,CUST883,Male,40,Electronics,1,500,500,Middle age
884,29-04-2023,CUST884,Female,26,Clothing,2,30,60,Young
885,03-03-2023,CUST885,Female,52,Clothing,4,30,120,Old man
886,09-04-2023,CUST886,Male,37,Electronics,3,300,900,Middle age
887,11-06-2023,CUST887,Male,59,Clothing,4,25,100,Old man
888,03-03-2023,CUST888,Female,52,Electronics,4,25,100,Old man
889,02-10-2023,CUST889,Female,35,Electronics,1,50,50,Middle age
890,20-12-2023,CUST890,Male,34,Electronics,2,25,50,Middle age
891,05-04-2023,CUST891,Male,41,Electronics,3,300,900,Middle age
892,09-04-2023,CUST892,Male,20,Electronics,1,50,50,Young
893,21-04-2023,CUST893,Male,49,Electronics,1,50,50,Old man
894,05-09-2023,CUST894,Male,52,Electronics,1,30,30,Old man
895,22-05-2023,CUST895,Female,55,Clothing,4,30,120,Old man
896,29-10-2023,CUST896,Female,30,Electronics,2,25,50,Young
897,26-09-2023,CUST897,Female,64,Electronics,2,50,100,Old man
898,02-11-2023,CUST898,Female,42,Clothing,3,30,90,Middle age
899,25-05-2023,CUST899,Male,26,Clothing,2,300,600,Young
900,21-02-2023,CUST900,Male,21,Clothing,2,30,60,Young
901,10-04-2023,CUST901,Male,31,Electronics,1,30,30,Middle age
902,01-06-2023,CUST902,Female,54,Beauty,1,50,50,Old man
903,27-04-2023,CUST903,Female,51,Beauty,4,50,200,Old man
904,04-07-2023,CUST904,Male,28,Clothing,1,500,500,Young
905,02-04-2023,CUST905,Male,58,Beauty,1,300,300,Old man
906,04-06-2023,CUST906,Female,20,Clothing,1,50,50,Young
907,08-01-2023,CUST907,Female,45,Electronics,1,25,25,Middle age
908,29-12-2023,CUST908,Male,46,Beauty,4,300,1200,Old man
909,01-10-2023,CUST909,Male,26,Electronics,1,300,300,Young
910,06-03-2023,CUST910,Female,20,Beauty,3,50,150,Young
911,21-05-2023,CUST911,Male,42,Electronics,3,300,900,Middle age
912,24-01-2023,CUST912,Male,51,Beauty,3,50,150,Old man
913,28-01-2023,CUST913,Male,29,Electronics,3,30,90,Young
914,11-10-2023,CUST914,Female,59,Electronics,1,500,500,Old man
915,30-05-2023,CUST915,Female,26,Beauty,3,30,90,Young
916,24-12-2023,CUST916,Female,32,Electronics,1,50,50,Middle age
917,06-03-2023,CUST917,Female,57,Electronics,4,50,200,Old man
918,23-11-2023,CUST918,Female,42,Electronics,3,30,90,Middle age
919,09-09-2023,CUST919,Female,22,Beauty,2,25,50,Young
920,22-02-2023,CUST920,Female,28,Beauty,3,25,75,Young
921,07-01-2023,CUST921,Male,51,Electronics,3,25,75,Old man
922,21-10-2023,CUST922,Male,41,Electronics,1,50,50,Middle age
923,26-05-2023,CUST923,Male,32,Beauty,3,300,900,Middle age
924,29-08-2023,CUST924,Male,55,Beauty,2,50,100,Old man
925,03-09-2023,CUST925,Male,25,Electronics,1,300,300,Young
926,14-08-2023,CUST926,Male,22,Electronics,1,30,30,Young
927,24-06-2023,CUST927,Male,43,Electronics,4,500,2000,Middle age
928,05-04-2023,CUST928,Female,35,Clothing,4,300,1200,Middle age
929,27-01-2023,CUST929,Female,23,Beauty,3,25,75,Young
930,10-05-2023,CUST930,Male,54,Clothing,4,50,200,Old man
931,02-09-2023,CUST931,Male,30,Beauty,4,30,120,Young
932,28-02-2023,CUST932,Female,45,Beauty,4,25,100,Middle age
933,03-02-2023,CUST933,Male,22,Beauty,1,30,30,Young
934,25-07-2023,CUST934,Male,30,Beauty,1,500,500,Young
935,09-09-2023,CUST935,Female,34,Beauty,1,50,50,Middle age
936,07-02-2023,CUST936,Male,57,Beauty,4,50,200,Old man
937,23-10-2023,CUST937,Female,62,Beauty,1,500,500,Old man
938,19-11-2023,CUST938,Male,49,Clothing,4,50,200,Old man
939,18-12-2023,CUST939,Female,46,Electronics,1,300,300,Old man
940,28-01-2023,CUST940,Female,20,Electronics,1,30,30,Young
941,19-03-2023,CUST941,Female,57,Clothing,2,25,50,Old man
942,18-03-2023,CUST942,Male,51,Clothing,3,500,1500,Old man
943,16-10-2023,CUST943,Female,57,Clothing,4,300,1200,Old man
944,05-06-2023,CUST944,Male,44,Clothing,2,25,50,Middle age
945,13-02-2023,CUST945,Male,30,Beauty,1,25,25,Young
946,08-05-2023,CUST946,Male,62,Electronics,4,500,2000,Old man
947,02-03-2023,CUST947,Male,50,Beauty,1,300,300,Old man
948,13-10-2023,CUST948,Female,23,Electronics,3,25,75,Young
949,02-08-2023,CUST949,Female,41,Electronics,2,25,50,Middle age
950,07-11-2023,CUST950,Male,36,Clothing,3,300,900,Middle age
951,02-11-2023,CUST951,Male,33,Beauty,2,50,100,Middle age
952,13-11-2023,CUST952,Female,57,Clothing,1,25,25,Old man
953,26-04-2023,CUST953,Male,45,Beauty,3,30,90,Middle age
954,25-09-2023,CUST954,Female,50,Electronics,3,300,900,Old man
955,14-07-2023,CUST955,Male,58,Clothing,1,25,25,Old man
956,19-08-2023,CUST956,Male,30,Clothing,3,500,1500,Young
957,15-08-2023,CUST957,Female,60,Electronics,4,30,120,Old man
958,02-06-2023,CUST958,Male,62,Electronics,2,25,50,Old man
959,29-10-2023,CUST959,Female,42,Electronics,2,30,60,Middle age
960,08-08-2023,CUST960,Male,59,Clothing,2,30,60,Old man
961,06-06-2023,CUST961,Male,53,Beauty,4,50,200,Old man
962,19-10-2023,CUST962,Male,44,Clothing,2,30,60,Middle age
963,14-11-2023,CUST963,Female,55,Beauty,1,50,50,Old man
964,31-01-2023,CUST964,Male,24,Clothing,3,300,900,Young
965,09-11-2023,CUST965,Male,22,Clothing,4,50,200,Young
966,20-02-2023,CUST966,Male,60,Electronics,2,500,1000,Old man
967,17-04-2023,CUST967,Male,62,Beauty,1,25,25,Old man
968,17-11-2023,CUST968,Female,48,Clothing,3,300,900,Old man
969,19-04-2023,CUST969,Female,40,Clothing,3,300,900,Middle age
970,16-05-2023,CUST970,Male,59,Electronics,4,500,2000,Old man
971,05-12-2023,CUST971,Female,27,Electronics,4,50,200,Young
972,11-02-2023,CUST972,Male,49,Beauty,4,25,100,Old man
973,22-03-2023,CUST973,Male,60,Clothing,1,50,50,Old man
974,03-05-2023,CUST974,Male,47,Beauty,1,30,30,Old man
975,30-03-2023,CUST975,Female,56,Clothing,4,50,200,Old man
976,10-10-2023,CUST976,Female,48,Beauty,2,300,600,Old man
977,08-02-2023,CUST977,Female,35,Electronics,3,25,75,Middle age
978,22-03-2023,CUST978,Female,53,Clothing,3,50,150,Old man
979,02-01-2023,CUST979,Female,19,Beauty,1,25,25,Young
980,29-07-2023,CUST980,Female,31,Electronics,3,25,75,Middle age
981,19-08-2023,CUST981,Female,30,Electronics,2,30,60,Young
982,19-12-2023,CUST982,Female,46,Beauty,3,30,90,Old man
983,01-11-2023,CUST983,Female,29,Clothing,1,300,300,Young
984,29-08-2023,CUST984,Male,56,Clothing,1,500,500,Old man
985,30-05-2023,CUST985,Female,19,Electronics,2,25,50,Young
986,17-01-2023,CUST986,Female,49,Clothing,2,500,1000,Old man
987,29-04-2023,CUST987,Female,30,Clothing,3,300,900,Young
988,28-05-2023,CUST988,Female,63,Clothing,3,25,75,Old man
989,28-12-2023,CUST989,Female,44,Electronics,1,25,25,Middle age
990,25-05-2023,CUST990,Female,58,Beauty,2,500,1000,Old man
991,26-12-2023,CUST991,Female,34,Clothing,2,50,100,Middle age
992,21-08-2023,CUST992,Female,57,Electronics,2,30,60,Old man
993,06-02-2023,CUST993,Female,48,Electronics,3,50,150,Old man
994,18-12-2023,CUST994,Female,51,Beauty,2,500,1000,Old man
995,30-04-2023,CUST995,Female,41,Clothing,1,30,30,Middle age
996,16-05-2023,CUST996,Male,62,Clothing,1,50,50,Old man
997,17-11-2023,CUST997,Male,52,Beauty,3,30,90,Old man
998,29-10-2023,CUST998,Female,23,Beauty,4,25,100,Young
999,05-12-2023,CUST999,Female,36,Electronics,3,50,150,Middle age
1000,12-04-2023,CUST1000,Male,47,Electronics,4,30,120,Old man
